Name,Album,Artist,Popular_date,Release_date,Length,Popularity,Danceability,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Tempo,Time_signature
Thong Song,Unleash The Dragon,Sisqo,2000,1999-01-01,253733,67,0.706,0.119,0.706,0.888,9.64E-05,0.07,-6.959,0.0654,121.549,4
Kryptonite,The Better Life,3 Doors Down,2000,2000,233933,79,0.545,0.00664,0.545,0.865,1.1E-05,0.168,-5.708,0.0286,99.009,4
There You Go,Can't Take Me Home,P!nk,2000,2000,202706,0,0.829,0.085,0.829,0.86,0.0,0.0412,-6.381,0.0845,107.91,4
Music,Music,Madonna,2000,2000-09-19,225973,46,0.736,0.00149,0.736,0.802,0.0876,0.14,-8.527,0.0663,119.854,4
Doesn't Really Matter,All For You,Janet Jackson,2000,2001-01-01,265026,46,0.771,0.0993,0.771,0.796,0.00278,0.0981,-3.081,0.076,99.316,4
What a Girl Wants,Christina Aguilera,Christina Aguilera,2000,1999-07-15,215866,0,0.755,0.0671,0.755,0.827,0.0,0.329,-6.803,0.114,142.122,4
Hanging By A Moment,No Name Face,Lifehouse,2001,2000,216066,65,0.541,0.00118,0.541,0.864,0.0,0.0896,-4.915,0.0357,124.557,4
Fallin',Songs In A Minor,Alicia Keys,2001,2001-06-05,210200,1,0.653,0.263,0.653,0.609,0.00101,0.233,-7.519,0.037,95.982,3
All For You,All For You,Janet Jackson,2001,2001-04-24,330026,50,0.752,0.0178,0.752,0.925,0.125,0.104,-3.288,0.0867,113.528,3
I'm Real (feat. Ja Rule) - Murder Remix,J.Lo,Jennifer Lopez,2001,2001-01-23,262133,64,0.708,0.273,0.708,0.587,0.0,0.0718,-7.93,0.151,83.46,4
If You're Gone,Mad Season,Matchbox Twenty,2001,2000-05-23,274933,66,0.544,0.427,0.544,0.659,1.33E-06,0.126,-7.191,0.0298,109.933,4
Let Me Blow Ya Mind,Scorpion,Eve,2001,2001-01-01,230133,72,0.908,0.242,0.908,0.557,0.0,0.0709,-4.243,0.107,90.032,4
Thank You,No Angel,Dido,2001,1999-06-01,217826,61,0.722,0.284,0.722,0.595,0.000538,0.0694,-9.928,0.0415,79.98,4
Again,Greatest Hits,Lenny Kravitz,2001,2000,228933,54,0.554,0.0186,0.554,0.82,4.91E-05,0.161,-5.035,0.0296,79.147,4
"Independent Women, Pt. 1",Survivor,Destiny's Child,2001,2001-05-01,221133,66,0.73,0.362,0.73,0.602,3.69E-06,0.169,-3.782,0.206,97.954,4
Hit 'Em Up Style (Oops!),So Blu,Blu Cantrell,2001,2001-01-18,250706,62,0.667,0.201,0.667,0.773,0.0,0.404,-4.983,0.0586,89.976,4
It Wasn't Me,Hot Shot,Shaggy,2001,2000-01-01,227600,0,0.849,0.0566,0.849,0.613,0.0,0.335,-4.796,0.0715,94.75,4
Stutter (feat. Mystikal) - Double Take Remix,My Name Is Joe,Joe,2001,2000-04-18,213026,57,0.767,0.0513,0.767,0.759,0.0,0.31,-6.516,0.117,89.989,4
It's Been Awhile,Break the Cycle,Staind,2001,2001-05-22,264706,67,0.509,0.00189,0.509,0.774,0.000549,0.143,-4.054,0.0338,116.529,4
U Remind Me,8701,Usher,2001,2001-08-07,266893,73,0.657,0.194,0.657,0.629,0.0,0.254,-4.938,0.0782,93.985,4
Where the Party At (feat. Nelly),Jagged Little Thrill,Jagged Edge,2001,2001-07-03,232573,66,0.596,0.31,0.596,0.661,0.0,0.0847,-6.239,0.226,129.491,5
Angel,Hot Shot,Shaggy,2001,2000-01-01,235133,0,0.733,0.146,0.733,0.759,0.0,0.04,-2.994,0.171,170.573,4
Ride Wit Me,Country Grammar,Nelly,2001,2000-06-27,291781,1,0.854,0.0668,0.854,0.692,0.0,0.247,-6.625,0.0479,101.865,4
Follow Me,Double Wide,Uncle Kracker,2001,2000-06-13,218439,72,0.817,0.439,0.817,0.585,0.0,0.147,-4.688,0.0301,105.014,4
Peaches & Cream,Part III,112,2001,2001,193093,65,0.677,0.00277,0.677,0.52,0.0,0.0532,-6.255,0.334,203.862,4
How You Remind Me,Silver Side Up,Nickelback,2001,2001-09-11,223840,79,0.446,0.00135,0.446,0.764,0.0,0.099,-5.042,0.033,172.094,4
Foolish,Ashanti,Ashanti,2002,2002-01-01,227386,72,0.665,0.347,0.665,0.695,0.0,0.106,-5.763,0.0532,90.119,4
Hot In Herre,Nellyville,Nelly,2002,2002-06-25,228240,72,0.956,0.206,0.956,0.745,0.0,0.0615,-4.753,0.12,107.075,4
Dilemma,Nellyville,Nelly,2002,2002-06-25,289160,78,0.727,0.227,0.727,0.552,0.000164,0.198,-8.074,0.14,168.189,4
Wherever You Will Go,Camino Palmero,The Calling,2002,2001,208600,73,0.558,0.0367,0.558,0.719,0.0,0.115,-5.113,0.0267,112.027,4
A Thousand Miles,Be Not Nobody,Vanessa Carlton,2002,2002-04-30,237493,76,0.56,0.323,0.56,0.825,0.0,0.161,-3.862,0.0379,94.931,4
In the End,Hybrid Theory (Bonus Edition),Linkin Park,2002,2000-10-24,216880,84,0.556,0.00958,0.556,0.864,0.0,0.209,-5.87,0.0584,105.143,4
What's Luv? (feat. Ja-Rule & Ashanti),Jealous Ones Still Envy (J.O.S.E),Fat Joe,2002,2001-12-04,267093,73,0.835,0.0219,0.835,0.707,2.19E-05,0.108,-5.074,0.0598,93.955,4
U Got It Bad,8701,Usher,2002,2001-08-07,247840,70,0.816,0.0227,0.816,0.5,1.53E-06,0.0733,-4.551,0.03,124.037,4
Blurry,Come Clean,Puddle Of Mudd,2002,2001-01-01,304000,0,0.431,0.00916,0.431,0.94,0.0,0.142,-4.462,0.0563,157.477,4
Complicated,Let Go,Avril Lavigne,2002,2002-06-04,244506,78,0.585,0.0572,0.585,0.776,7.74E-06,0.3,-5.898,0.0459,77.987,4
Always On Time,Pain Is Love,Ja Rule,2002,2001-01-01,245133,73,0.839,0.208,0.839,0.706,0.0,0.242,-6.104,0.199,96.673,4
Ain't It Funny,Exodus,Ja Rule,2002,2005-01-01,236653,0,0.809,0.379,0.809,0.653,0.0,0.051,-5.523,0.142,89.432,4
The Middle,Bleed American (Deluxe Edition),Jimmy Eat World,2002,2001,168253,1,0.629,0.0424,0.629,0.897,0.0,0.263,-3.401,0.0483,161.944,4
I Need a Girl (Pt. 1) [feat. Usher & Loon],R&B Hits,Various Artists,2002,2005-10-04,268800,64,0.66,0.397,0.66,0.707,0.0,0.211,-5.758,0.208,89.279,4
U Don't Have to Call,8701,Usher,2002,2001-08-07,269400,59,0.793,0.0478,0.793,0.568,3.57E-05,0.0304,-4.958,0.0459,100.005,4
Family Affair,No More Drama,Mary J. Blige,2002,2001-01-01,265866,71,0.911,0.132,0.911,0.551,4.12E-05,0.0863,-3.75,0.0449,92.887,4
"I Need a Girl (Pt. 2) [feat. Loon, Ginuwine & Mario Winans]",Bad Boy's 10th Anniversary- The Hits,Various Artists,2002,2004-03-09,285586,69,0.713,0.421,0.713,0.471,0.0,0.0308,-7.392,0.483,199.765,4
Gangsta Lovin',Eve-Olution,Eve,2002,2002-01-01,239266,58,0.723,0.0619,0.723,0.84,0.0,0.0945,-3.523,0.0608,94.332,4
My Sacrifice,Weathered,Creed,2002,2001-01-01,294600,71,0.32,0.000101,0.32,0.88,4.31E-06,0.076,-6.035,0.0504,146.349,4
In Da Club,Get Rich Or Die Tryin',50 Cent,2002,2003-02-06,193466,71,0.902,0.26,0.902,0.72,0.0,0.0749,-2.776,0.347,90.059,4
Ignition - Remix,Chocolate Factory,R. Kelly,2003,2003,186066,70,0.795,0.061,0.795,0.523,0.0,0.0914,-7.165,0.0423,133.024,4
Get Busy,Dutty Rock,Sean Paul,2003,2002-11-12,211666,60,0.735,0.615,0.735,0.824,0.0,0.158,-4.143,0.036,100.202,4
Crazy In Love (feat. Jay-Z),Dangerously In Love,Beyoncé,2003,2003-06-24,236133,76,0.646,0.00249,0.646,0.77,0.0,0.0715,-6.596,0.226,99.165,4
When I'm Gone,Away From The Sun,3 Doors Down,2003,2002-11-12,260333,69,0.53,0.00385,0.53,0.768,0.0,0.103,-5.611,0.0284,148.095,4
Unwell,More Than You Think You Are,Matchbox Twenty,2003,2002-11-01,228706,60,0.256,0.0298,0.256,0.788,0.0,0.707,-5.263,0.0403,80.718,4
Right Thurr,Jackpot,Chingy,2003,2003-01-01,250746,67,0.866,0.15,0.866,0.749,0.0,0.0614,-3.977,0.253,92.074,4
Picture (feat. Sheryl Crow),Cocky,Kid Rock,2003,2001-11-19,298960,69,0.692,0.172,0.692,0.496,6.42E-06,0.107,-7.332,0.0241,97.945,4
Bring Me To Life,Fallen,Evanescence,2003,2003-03-04,235893,80,0.331,0.00721,0.331,0.943,2.06E-06,0.242,-3.188,0.0698,94.612,4
Get Low,Kings Of Crunk - Clean,Lil Jon & The East Side Boyz,2003,2002-10-29,324600,47,0.78,0.022,0.78,0.604,0.0,0.194,-8.019,0.0396,101.043,4
Baby Boy (feat. Sean Paul),Dangerously In Love,Beyoncé,2003,2003-06-24,244826,65,0.655,0.0825,0.655,0.488,1.16E-06,0.221,-9.17,0.22,91.025,4
Shake Ya Tailfeather - Radio Edit,Murphy's Law,Murphy Lee,2003,2003-01-01,295173,64,0.715,0.134,0.715,0.733,0.0,0.157,-7.068,0.262,87.665,4
21 Questions,Get Rich Or Die Tryin',50 Cent,2003,2003-02-06,224426,69,0.576,0.353,0.576,0.807,0.000363,0.0512,-3.908,0.317,90.012,4
All I Have (feat. LL Cool J),This Is Me...Then,Jennifer Lopez,2003,2002-11-19,254466,57,0.699,0.265,0.699,0.668,0.0,0.141,-5.305,0.106,83.074,4
Beautiful,Stripped,Christina Aguilera,2003,2002-07-19,238560,72,0.456,0.578,0.456,0.573,3.05E-06,0.114,-3.866,0.0275,76.19,4
I Know What You Want (feat. Flipmode Squad),It Ain't Safe No More. . .,Busta Rhymes,2003,2002-11-26,324306,68,0.648,0.0142,0.648,0.759,0.0,0.648,-4.315,0.306,85.996,4
I'm with You,Let Go,Avril Lavigne,2003,2002-06-04,223066,70,0.457,0.08,0.457,0.406,0.0,0.117,-7.462,0.0291,151.95,3
Drift Away,No Stranger to Shame,Uncle Kracker,2003,2002-07-09,255560,71,0.583,0.181,0.583,0.66,0.0,0.0979,-5.078,0.0377,151.956,4
Magic Stick,La Bella Mafia,Lil' Kim,2003,2003-03-03,359973,56,0.849,0.117,0.849,0.499,4.97E-05,0.268,-7.872,0.271,92.982,4
Drops of Jupiter (Tell Me),Drops Of Jupiter,Train,2003,2001-03-27,259933,78,0.468,0.154,0.468,0.64,0.0,0.154,-5.862,0.0275,79.297,4
Yeah! (feat. Lil Jon & Ludacris),Confessions (Expanded Edition),Usher,2004,2004-03-23,250373,82,0.894,0.0183,0.894,0.791,0.0,0.0388,-4.699,0.112,105.018,4
Burn,Confessions (Expanded Edition),Usher,2004,2004-03-23,231933,69,0.796,0.314,0.796,0.477,0.0,0.12,-7.161,0.108,119.928,4
If I Ain't Got You,The Diary Of Alicia Keys,Alicia Keys,2004,2003-12-02,228706,79,0.609,0.603,0.609,0.445,6.77E-06,0.104,-9.129,0.106,118.393,3
This Love,Songs About Jane,Maroon 5,2004,2002-06-25,206200,68,0.712,0.0525,0.712,0.862,0.0,0.093,-4.612,0.0378,95.051,4
The Way You Move - Radio Mix,Speakerboxxx/The Love Below,OutKast,2004,2003-09-23,233960,0,0.867,0.117,0.867,0.596,0.000125,0.061,-4.851,0.0463,125.984,4
The Reason,The Reason,Hoobastank,2004,2003-01-01,232800,0,0.473,0.0134,0.473,0.643,0.0,0.16,-4.67,0.0293,82.95,4
I Don't Wanna Know (feat. Enya And P. Diddy),Hurt No More,Mario Winans,2004,2005-04-20,257360,0,0.84,0.332,0.84,0.493,0.00105,0.121,-5.9,0.0475,96.998,4
Hey Ya! - Radio Mix,Speakerboxxx/The Love Below,OutKast,2004,2003,235213,78,0.727,0.103,0.727,0.974,0.000532,0.174,-2.261,0.0664,79.526,4
Goodies (feat. Petey Pablo),Goodies,Ciara,2004,2004-09-27,223000,67,0.826,0.0277,0.826,0.647,1.52E-06,0.298,-6.306,0.0491,102.017,4
Lean Back,True Story,Terror Squad,2004,2004-01-01,247426,65,0.783,0.11,0.783,0.916,0.0,0.0746,-3.344,0.415,95.321,4
Tipsy - Club Mix,Hood Hop,J-Kwon,2004,2004,243226,63,0.925,0.0644,0.925,0.744,0.0,0.0888,-5.79,0.367,93.02,4
Confessions Part II,Confessions (Expanded Edition),Usher,2004,2004-03-23,211200,68,0.845,0.0586,0.845,0.467,0.0,0.0694,-7.674,0.138,138.007,4
Slow Motion,Juve The Great,JUVENILE,2004,2003-01-01,248200,64,0.713,0.548,0.713,0.734,0.0,0.0687,-4.894,0.325,172.872,4
Freek-A-Leek,Still Writing In My Diary: 2nd Entry,Petey Pablo,2004,2004,235186,64,0.756,0.0744,0.756,0.691,0.0,0.364,-3.718,0.178,104.999,4
Here Without You,Away From The Sun,3 Doors Down,2004,2002-11-12,238733,76,0.557,0.0492,0.557,0.533,0.0,0.205,-6.817,0.0252,143.994,4
Slow Jamz,The College Dropout,Kanye West,2004,2004-02-13,316053,0,0.569,0.369,0.569,0.744,0.0,0.256,-5.757,0.181,145.063,4
Someday,The Long Road,Nickelback,2004,2003-09-23,207466,70,0.455,0.000616,0.455,0.858,0.000247,0.226,-5.659,0.0391,163.118,4
Naughty Girl,Dangerously In Love,Beyoncé,2004,2003-06-24,208573,62,0.588,0.237,0.588,0.461,1.54E-05,0.0913,-8.686,0.161,200.053,4
My Immortal,Fallen,Evanescence,2004,2003-03-04,262533,75,0.19,0.863,0.19,0.265,0.0,0.134,-9.206,0.0356,79.012,4
Sunshine (feat. Lea),U Gotta Feel Me,Lil' Flip,2004,2004-03-30,225173,62,0.814,0.0248,0.814,0.387,0.0,0.131,-9.867,0.0945,93.961,4
Hollaback Girl,Love Angel Music Baby,Gwen Stefani,2005,2004-10-27,199906,3,0.918,0.344,0.918,0.918,5.35E-06,0.0243,-2.218,0.0954,110.024,4
Let Me Love You,Turning Point,Mario,2005,2004-12-06,249093,65,0.622,0.163,0.622,0.593,0.0,0.0979,-8.352,0.0916,94.364,4
Since U Been Gone,Breakaway,Kelly Clarkson,2005,2004-01-17,188960,72,0.662,0.00165,0.662,0.741,0.0303,0.114,-5.406,0.0334,131.0,4
"One, Two Step (feat. Missy Elliott)",Goodies,Ciara,2005,2004-09-27,203786,74,0.944,0.042,0.944,0.511,0.00107,0.0379,-10.96,0.161,113.046,4
Gold Digger,Late Registration,Kanye West,2005,2005-08-30,207626,77,0.629,0.0195,0.629,0.696,0.0,0.0554,-5.572,0.348,93.034,4
"Boulevard of Broken Dreams - Live at Milton Keynes National Bowl, Milton Keynes, England, 6/18/05",Bullet in a Bible,Green Day,2005,2005-11-15,284960,43,0.259,0.0583,0.259,0.983,0.000298,0.972,-3.523,0.0869,166.81,4
Candy Shop,The Massacre,50 Cent,2005,2005-03-03,208533,0,0.609,0.0305,0.609,0.588,0.000142,0.369,-7.992,0.481,128.763,5
Don't Cha,PCD,The Pussycat Dolls,2005,2005-01-01,272080,67,0.877,0.00516,0.877,0.637,2.5E-06,0.0959,-3.493,0.101,119.988,4
Behind These Hazel Eyes,Breakaway,Kelly Clarkson,2005,2004-01-17,198973,59,0.548,0.00165,0.548,0.889,0.00109,0.197,-4.682,0.0382,90.048,4
Disco Inferno,The Massacre,50 Cent,2005,2005-03-03,214226,0,0.921,0.26,0.921,0.659,6.82E-05,0.216,-4.852,0.25,97.055,4
You And Me,Lifehouse,Lifehouse,2005,2005-01-01,195493,0,0.461,0.1,0.461,0.446,0.0,0.169,-7.703,0.0267,139.868,3
Don't Phunk With My Heart,Monkey Business,Black Eyed Peas,2005,2005-01-01,239773,55,0.689,0.00933,0.689,0.929,0.0,0.548,-2.76,0.0608,130.899,4
Lose Control (feat. Ciara & Fat Man Scoop),The Cookbook,Missy Elliott,2005,2005-07-04,226863,67,0.904,0.0311,0.904,0.813,0.00697,0.0471,-7.105,0.121,125.461,4
Shake It Off,The Emancipation of Mimi,Mariah Carey,2005,2005-01-01,232840,61,0.777,0.181,0.777,0.493,0.0,0.108,-6.516,0.126,134.086,4
Mr. Brightside,Hot Fuss,The Killers,2005,2004-06-15,222586,76,0.356,0.00101,0.356,0.924,0.0,0.0953,-3.74,0.0808,148.017,4
Just A Lil Bit,The Massacre,50 Cent,2005,2005-03-03,237706,0,0.724,0.0397,0.724,0.692,0.00477,0.314,-6.75,0.324,96.937,4
Pon de Replay,Music Of The Sun,Rihanna,2005,2005-08-29,246960,78,0.779,0.000155,0.779,0.64,0.00077,0.101,-8.415,0.159,99.019,4
How We Do,The Documentary,The Game,2005,2005,235533,74,0.862,0.0455,0.862,0.648,0.0,0.0332,-7.401,0.251,98.012,4
Beverly Hills,Make Believe,Weezer,2005,2005-05-10,196093,70,0.693,0.0932,0.693,0.823,0.0,0.328,-3.761,0.0726,87.904,4
We Belong Together,The Emancipation of Mimi,Mariah Carey,2005,2005-01-01,201400,70,0.837,0.0339,0.837,0.462,0.0,0.09,-7.89,0.0601,139.986,4
Bad Day,Daniel Powter,Daniel Powter,2006,2005-02-22,233640,76,0.599,0.448,0.599,0.785,0.00336,0.151,-4.013,0.0309,140.046,4
Temperature,The Trinity,Sean Paul,2006,2005-09-26,218573,77,0.951,0.106,0.951,0.6,0.0,0.0712,-4.675,0.0685,125.04,4
Promiscuous,Loose,Nelly Furtado,2006,2006-01-01,242200,73,0.795,0.046,0.795,0.978,8.29E-05,0.143,-6.097,0.0459,114.321,4
You're Beautiful,Back to Bedlam,James Blunt,2006,2005-08-08,209493,77,0.675,0.633,0.675,0.479,1.76E-05,0.088,-9.87,0.0278,81.998,4
Hips Don't Lie (feat. Wyclef Jean),"Oral Fixation, Vol. 2 (Expanded Edition)",Shakira,2006,2005-11-28,218093,83,0.778,0.284,0.778,0.824,0.0,0.405,-5.892,0.0712,100.024,4
Unwritten,Unwritten,Natasha Bedingfield,2006,2004-08-30,259333,76,0.706,0.00577,0.706,0.801,0.0,0.0822,-6.333,0.0399,100.013,4
Crazy,St. Elsewhere,Gnarls Barkley,2006,2006-05-02,182066,72,0.835,0.0172,0.835,0.741,0.0577,0.0826,-1.609,0.0339,111.963,4
Ridin',The Sound of Revenge,Chamillionaire,2006,2005-01-01,303053,71,0.787,0.189,0.787,0.799,0.0,0.3,-4.68,0.0993,143.052,4
SexyBack (feat. Timbaland),FutureSex/LoveSounds,Justin Timberlake,2006,2006-09-12,242733,77,0.967,0.0584,0.967,0.583,0.0,0.0519,-5.562,0.0789,117.0,4
Check On It (feat. Bun B & Slim Thug),B'Day,Beyoncé,2006,2006-09-04,210453,57,0.705,0.0708,0.705,0.796,0.0,0.388,-6.845,0.267,166.042,4
Be Without You - Kendu Mix,The Breakthrough,Mary J. Blige,2006,2005-01-01,246333,62,0.724,0.067,0.724,0.705,0.0,0.262,-5.859,0.112,146.589,4
Grillz,Sweatsuit,Nelly,2006,2005-11-25,271160,53,0.863,0.0419,0.863,0.514,0.0,0.301,-7.243,0.249,82.985,4
Over My Head (Cable Car),How To Save A Life,The Fray,2006,2005-09-13,236266,69,0.592,0.022,0.592,0.729,0.0,0.0653,-4.156,0.0448,116.03,4
Me & U,Cassie (U.S. Version),Cassie,2006,2006-08-07,192213,73,0.803,0.352,0.803,0.454,0.0,0.0655,-4.802,0.0294,99.99,4
Buttons,PCD,The Pussycat Dolls,2006,2005-01-01,225560,65,0.57,0.178,0.57,0.821,0.0,0.289,-4.38,0.267,210.857,4
Run It!,Chris Brown,Chris Brown,2006,2005-11-29,229866,0,0.85,0.0246,0.85,0.482,0.0,0.387,-6.684,0.102,100.957,4
So Sick,In My Own Words,Ne-Yo,2006,2006-01-01,207186,77,0.452,0.246,0.452,0.574,0.0,0.189,-8.336,0.31,92.791,4
It's Goin' Down (feat. Nitti),New Joc City (Explicit Content U.S. Version),Yung Joc,2006,2006-06-06,241840,66,0.888,0.0986,0.888,0.577,0.0,0.131,-7.702,0.0612,84.003,4
SOS,A Girl Like Me,Rihanna,2006,2006-04-10,238920,70,0.677,0.004,0.677,0.671,5.07E-05,0.413,-4.905,0.0361,137.046,4
I Write Sins Not Tragedies,A Fever You Can't Sweat Out,Panic! At The Disco,2006,2005-09-27,186634,74,0.569,0.0807,0.569,0.83,0.0,0.114,-4.106,0.14,170.094,4
Irreplaceable,B'Day Deluxe Edition,Beyoncé,2007,2007-05-29,227853,72,0.447,0.0293,0.447,0.694,5.46E-06,0.167,-4.637,0.382,175.868,4
Umbrella,Good Girl Gone Bad: Reloaded,Rihanna,2007,2008-06-02,275986,82,0.583,0.00864,0.583,0.829,0.0,0.0426,-4.603,0.134,174.028,4
The Sweet Escape,The Sweet Escape,Gwen Stefani,2007,2006-01-01,246466,68,0.756,0.191,0.756,0.77,0.0,0.178,-3.502,0.0343,119.961,4
Big Girls Don't Cry (Personal),The Dutchess,Fergie,2007,2006-01-01,268120,75,0.708,0.205,0.708,0.641,0.0,0.0945,-4.296,0.0335,113.082,4
Buy U a Drank (Shawty Snappin'),Epiphany,T-Pain,2007,2007-06-05,227960,75,0.451,0.0108,0.451,0.55,0.0,0.0737,-8.137,0.262,80.001,4
Before He Cheats,Some Hearts,Carrie Underwood,2007,2005-11-14,199946,75,0.519,0.271,0.519,0.749,0.0,0.119,-3.318,0.0405,147.905,4
Hey There Delilah,Every Second Counts,Plain White T's,2007,2006,233280,63,0.522,0.831,0.522,0.453,1.21E-06,0.101,-7.859,0.0295,103.879,4
I Wanna Love You,Konvicted,Akon,2007,2006-01-01,247066,46,0.866,0.0373,0.866,0.454,1.49E-06,0.275,-9.383,0.0414,99.985,4
Say It Right,Loose,Nelly Furtado,2007,2006-01-01,223080,57,0.871,0.0409,0.871,0.869,0.00111,0.053,-6.308,0.139,116.95,4
Glamorous,The Dutchess,Fergie,2007,2006-01-01,246573,68,0.81,0.288,0.81,0.755,0.0,0.0857,-6.408,0.201,130.99,4
Don't Matter,Konvicted,Akon,2007,2006-01-01,293053,66,0.798,0.244,0.798,0.443,0.0,0.326,-6.062,0.0403,125.232,4
Girlfriend,The Best Damn Thing,Avril Lavigne,2007,2007-04-17,216600,0,0.56,0.000738,0.56,0.959,0.000206,0.209,-2.433,0.102,163.983,4
Makes Me Wonder,It Won't Be Soon Before Long.,Maroon 5,2007,2007-01-01,211080,56,0.803,0.00485,0.803,0.851,0.000358,0.0577,-2.429,0.0357,113.996,4
Party Like A Rock Star,Party Like A Rockstar,Shop Boyz,2007,2007-01-01,253000,48,0.611,0.00455,0.611,0.689,0.0,0.514,-4.976,0.041,144.992,4
Smack That,Konvicted,Akon,2007,2006-01-01,212360,70,0.939,0.321,0.939,0.742,0.0,0.107,-5.171,0.0467,118.978,4
This Is Why I'm Hot,Music Is My Savior,MiMS,2007,2007-01-01,253706,60,0.621,0.277,0.621,0.6,0.0,0.495,-6.349,0.576,80.021,4
It's Not Over,Daughtry,Daughtry,2007,2006-11-20,214831,54,0.423,0.0525,0.423,0.912,0.0,0.245,-3.232,0.0615,145.942,4
The Way I Are,Shock Value,Timbaland,2007,2007-01-01,179120,76,0.731,0.181,0.731,0.807,0.751,0.319,-6.492,0.1,114.759,4
Fergalicious,The Dutchess,Fergie,2007,2006-01-01,292373,71,0.906,0.0576,0.906,0.584,0.0,0.128,-7.72,0.316,129.055,4
Crank That (Soulja Boy),souljaboytellem.com,Soulja Boy,2007,2007-01-01,221933,76,0.736,0.515,0.736,0.74,0.0,0.0468,-2.18,0.0786,140.141,4
Low (feat. T-Pain),Mail on Sunday,Flo Rida,2008,2008-03-17,231400,80,0.918,0.0928,0.918,0.609,0.0,0.139,-5.64,0.0791,128.008,4
Bleeding Love,Spirit,Leona Lewis,2008,2007,262466,78,0.638,0.188,0.638,0.656,0.0,0.146,-5.886,0.0357,104.036,4
No One,As I Am,Alicia Keys,2008,2007-11-09,253813,1,0.649,0.03,0.649,0.552,6.47E-06,0.111,-5.419,0.0292,89.969,4
Lollipop,Tha Carter III,Lil Wayne,2008,2008-06-10,299333,69,0.829,0.056,0.829,0.428,0.00413,0.137,-9.469,0.0831,148.075,4
Apologize,Dreaming Out Loud,OneRepublic,2008,2007-01-01,208106,70,0.593,0.363,0.593,0.74,2.22E-05,0.102,-6.12,0.0339,118.008,4
No Air (feat. Chris Brown),Jordin Sparks,Jordin Sparks,2008,2007-11-20,264373,0,0.466,0.0521,0.466,0.759,0.0,0.0587,-4.978,0.199,160.033,4
Love Song,Little Voice,Sara Bareilles,2008,2007-07-03,258826,75,0.583,0.0208,0.583,0.786,0.0,0.188,-3.142,0.0301,123.055,4
Love in This Club,Here I Stand,Usher,2008,2008-05-27,259720,68,0.573,0.0572,0.573,0.712,0.0,0.167,-5.976,0.0732,140.012,4
With You,Exclusive,Chris Brown,2008,2007-11-01,252160,1,0.659,0.143,0.659,0.696,0.0,0.13,-4.291,0.071,86.001,4
Forever,Forever,Chris Brown,2008,2007-11-02,278035,0,0.672,0.0371,0.672,0.819,0.000184,0.203,-4.457,0.0463,120.013,4
Sexy Can I feat. Yung Berg,All I Feel,Ray J,2008,2008-04-08,204040,36,0.575,0.299,0.575,0.684,0.0,0.614,-6.007,0.325,172.155,4
Take A Bow,Good Girl Gone Bad: Reloaded,Rihanna,2008,2008-06-02,229413,77,0.697,0.248,0.697,0.467,0.0,0.0941,-7.536,0.0715,82.082,4
