Name,Album,Artist,Popular_date,Release_date,Length,Popularity,Danceability,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Tempo,Time_signature
Havana (feat. Young Thug),Camila,Camila Cabello,2018,2018-01-12,217306,82,0.765,0.184,0.765,0.523,3.56E-05,0.132,-4.333,0.03,104.988,4
rockstar (feat. 21 Savage),beerbongs & bentleys,Post Malone,2018,2018-04-27,218146,86,0.585,0.124,0.585,0.52,7.01E-05,0.131,-6.136,0.0712,159.801,4
Psycho (feat. Ty Dolla $ign),beerbongs & bentleys,Post Malone,2018,2018-04-27,221440,81,0.75,0.546,0.75,0.56,0.0,0.111,-8.094,0.105,140.06,4
I Like It,Invasion of Privacy,Cardi B,2018,2018-04-06,253390,82,0.816,0.099,0.816,0.726,0.0,0.372,-3.998,0.129,136.048,4
The Middle,The Middle,Zedd,2018,2018-01-23,184732,82,0.753,0.171,0.753,0.657,0.0,0.112,-3.061,0.0449,107.01,4
In My Feelings,Scorpion,Drake,2018,2018-06-29,217925,79,0.835,0.0589,0.835,0.626,6E-05,0.396,-5.833,0.125,91.03,4
Girls Like You (feat. Cardi B),Girls Like You (feat. Cardi B),Maroon 5,2018,2018-05-30,235545,76,0.851,0.568,0.851,0.541,0.0,0.13,-6.825,0.0505,124.959,4
Nice For What,Scorpion,Drake,2018,2018-06-29,210746,78,0.585,0.0891,0.585,0.909,9.7E-05,0.119,-6.474,0.0707,93.372,4
Lucid Dreams,Goodbye & Good Riddance,Juice WRLD,2018,2018-05-23,239835,5,0.511,0.349,0.511,0.566,0.0,0.34,-7.23,0.2,83.903,4
Better Now,beerbongs & bentleys,Post Malone,2018,2018-04-27,231266,84,0.68,0.331,0.68,0.578,0.0,0.135,-5.804,0.04,145.038,4
Finesse - Remix; feat. Cardi B,Finesse (Remix) [feat. Cardi B],Bruno Mars,2018,2017-12-20,217288,75,0.704,0.0185,0.704,0.859,0.0,0.0215,-4.877,0.0996,105.115,4
Boo'd Up,READY,Ella Mai,2018,2017-02-22,256063,72,0.561,0.0862,0.561,0.779,0.0,0.078,-5.107,0.0531,81.965,4
New Rules,Dua Lipa,Dua Lipa,2018,2017-06-02,209320,53,0.762,0.00261,0.762,0.7,1.56E-05,0.153,-6.021,0.0694,116.073,4
SAD!,?,XXXTENTACION,2018,2018-03-16,166605,86,0.74,0.258,0.74,0.613,0.00372,0.123,-4.88,0.145,75.023,4
Never Be the Same,Camila,Camila Cabello,2018,2018-01-12,226973,73,0.637,0.181,0.637,0.713,0.000637,0.137,-4.333,0.0747,129.923,4
Love Lies (with Normani),Love Lies (with Normani),Khalid,2018,2018-02-14,201707,75,0.708,0.0956,0.708,0.648,0.0,0.134,-5.626,0.0449,143.955,4
no tears left to cry,Sweetener,Ariana Grande,2018,2018-08-17,205920,81,0.699,0.04,0.699,0.713,3.11E-06,0.294,-5.507,0.0594,121.993,4
Old Town Road - Remix,7 EP,Lil Nas X,2019,2019-06-21,157066,83,0.878,0.0533,0.878,0.619,0.0,0.113,-5.56,0.102,136.041,4
Sunflower - Spider-Man: Into the Spider-Verse,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),Various Artists,2019,2018-12-14,158040,86,0.76,0.556,0.76,0.479,0.0,0.0703,-5.574,0.0466,89.911,4
Without Me,Without Me,Halsey,2019,2018-10-04,201660,83,0.752,0.297,0.752,0.488,9.11E-06,0.0936,-7.05,0.0705,136.041,4
bad guy,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,2019,2019-03-29,194087,88,0.701,0.328,0.701,0.425,0.13,0.1,-10.965,0.375,135.128,4
Wow.,Hollywood's Bleeding,Post Malone,2019,2019-09-06,149546,84,0.829,0.136,0.829,0.539,1.78E-06,0.103,-7.359,0.208,99.96,4
Happier,Happier,Marshmello,2019,2018-08-17,214289,85,0.687,0.191,0.687,0.792,0.0,0.167,-2.749,0.0452,100.015,4
7 rings,"thank u, next",Ariana Grande,2019,2019-02-08,178626,86,0.778,0.592,0.778,0.317,0.0,0.0881,-10.732,0.334,140.048,4
Talk,Talk,Khalid,2019,2019-02-07,197487,74,0.9,0.0501,0.9,0.4,0.0,0.0876,-8.443,0.124,136.001,4
SICKO MODE,ASTROWORLD,Travis Scott,2019,2018-08-03,312820,87,0.834,0.00513,0.834,0.73,0.0,0.124,-3.714,0.222,155.008,4
Sucker,Sucker,Jonas Brothers,2019,2019-03-01,181040,12,0.842,0.0427,0.842,0.734,0.0,0.106,-5.065,0.0588,137.958,4
High Hopes,Pray for the Wicked,Panic! At The Disco,2019,2018-06-22,190946,84,0.579,0.193,0.579,0.904,0.0,0.064,-2.729,0.0618,82.014,4
"thank u, next","thank u, next",Ariana Grande,2019,2019-02-08,207320,85,0.717,0.229,0.717,0.653,0.0,0.101,-5.634,0.0658,106.966,4
Truth Hurts,Cuz I Love You (Deluxe),Lizzo,2019,2019-05-03,173325,71,0.715,0.11,0.715,0.624,0.0,0.123,-3.046,0.114,158.087,4
Dancing With A Stranger (with Normani),Dancing With A Stranger (with Normani),Sam Smith,2019,2019-01-11,171029,83,0.741,0.45,0.741,0.52,1.97E-06,0.222,-7.513,0.0656,102.998,4
Señorita,Señorita,Shawn Mendes,2019,2019-06-21,190960,85,0.759,0.037,0.759,0.54,0.0,0.0945,-6.039,0.0287,116.947,4
I Don't Care (with Justin Bieber),I Don't Care (with Justin Bieber),Ed Sheeran,2019,2019-05-10,219946,83,0.798,0.0912,0.798,0.675,0.0,0.0894,-5.041,0.0442,101.956,4
Eastside (with Halsey & Khalid),Eastside (with Halsey & Khalid),benny blanco,2019,2018-07-12,173799,79,0.56,0.555,0.56,0.68,0.0,0.116,-7.648,0.321,89.391,4
Going Bad (feat. Drake),Championships,Meek Mill,2019,2018-11-30,180522,82,0.889,0.259,0.889,0.496,0.0,0.252,-6.365,0.0905,86.003,4
Shallow,A Star Is Born Soundtrack,Lady Gaga,2019,2018-10-05,215733,86,0.572,0.371,0.572,0.385,0.0,0.231,-6.362,0.0308,95.799,4
Better,Suncity,Khalid,2019,2018-10-18,229320,77,0.596,0.0765,0.596,0.552,0.334,0.104,-10.278,0.097,97.949,4
