,Name,Album,Artist,Popular_year,Release_date,Length,Popularity,Danceability,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Tempo,Time_signature
59,Faith - Remastered,Faith,George Michael,1988,1987-10-30,193200,74,0.887,0.0094,0.887,0.48,3.58E-05,0.0662,-11.994,0.117,95.846,4
60,Need You Tonight,Kick,INXS,1988,1987,180517,64,0.801,0.0713,0.801,0.723,0.154,0.0675,-4.985,0.0689,109.03,4
61,Got My Mind Set On You - Remastered 2004,Cloud Nine,George Harrison,1988,1987-11-02,234653,71,0.767,0.465,0.767,0.854,2.03E-06,0.485,-6.947,0.0426,149.206,4
62,Never Gonna Give You Up,Whenever You Need Somebody,Rick Astley,1988,1987-12-08,212826,68,0.727,0.135,0.727,0.939,4.35E-05,0.151,-11.855,0.0369,113.33,4
63,Sweet Child O' Mine,Appetite For Destruction,Guns N' Roses,1988,1987-01-01,356400,3,0.449,0.141,0.449,0.901,0.0675,0.128,-7.711,0.0526,125.148,4
64,So Emotional,Whitney,Whitney Houston,1988,1987-06-02,276666,60,0.698,0.271,0.698,0.791,4.74E-05,0.199,-10.012,0.0495,119.081,4
65,Heaven Is A Place On Earth,Heaven On Earth,Belinda Carlisle,1988,1987-10-05,247293,64,0.64,0.031,0.64,0.81,2.22E-06,0.0492,-10.19,0.033,122.868,4
66,Could've Been,Tiffany,Tiffany,1988,1987-01-01,212693,47,0.474,0.554,0.474,0.238,3.95E-06,0.107,-15.595,0.0271,99.005,3
67,Hands To Heaven,All That Jazz,Breathe,1988,1988-01-01,259506,50,0.543,0.242,0.543,0.384,1.16E-06,0.266,-15.018,0.0307,128.768,4
68,Roll With It,Roll With It,Steve Winwood,1988,1988-01-01,320733,52,0.759,0.07,0.759,0.645,0.0403,0.0986,-13.352,0.0276,117.254,4
69,One More Try - Remastered,Faith,George Michael,1988,1987-10-30,350666,44,0.551,0.434,0.551,0.291,3.78E-05,0.11,-12.544,0.0283,119.005,3
70,Wishing Well,Do You Love Me Like You Say: The Very Best Of Terence Trent D'Arby,Terence Trent D'Arby,1988,2006,210426,0,0.852,0.0766,0.852,0.654,0.0,0.116,-6.901,0.0573,104.932,4
71,Anything for You,Let It Loose,Gloria Estefan,1988,1987-06-02,221866,47,0.582,0.655,0.582,0.397,0.0,0.0399,-13.099,0.033,143.798,4
72,The Flame,Lap Of Luxury,Cheap Trick,1988,1988-04-12,338800,66,0.629,0.513,0.629,0.581,2.06E-06,0.0755,-11.856,0.027,97.074,4
73,"Get Outta My Dreams, Get into My Car",Tear Down These Walls,Billy Ocean,1988,1988,333506,5,0.661,0.0557,0.661,0.911,5.68E-06,0.349,-6.571,0.0417,117.147,4
74,Seasons Change,Exposure,Exposé,1988,1987,292533,35,0.571,0.252,0.571,0.494,0.000785,0.318,-13.169,0.0286,174.184,4
75,Is This Love,Whitesnake,Whitesnake,1988,1987-01-01,285066,0,0.339,0.0779,0.339,0.632,0.0,0.128,-11.465,0.0321,180.29,4
76,Pour Some Sugar On Me - Remastered 2017,Hysteria (Super Deluxe),Def Leppard,1988,1987-08-03,267306,74,0.267,0.00211,0.267,0.953,0.0,0.283,-4.899,0.096,84.989,4
77,I'll Always Love You,Tell It To My Heart,Taylor Dayne,1988,1988-01-19,271000,0,0.624,0.337,0.624,0.348,1.07E-05,0.103,-12.963,0.0226,85.308,4
