,Name,Album,Artist,Popular_year,Release_date,Length,Popularity,Danceability,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Tempo,Time_signature
20,Love Yourself,Purpose (Deluxe),Justin Bieber,2016,2015-11-13,233720,82,0.609,0.835,0.609,0.378,0.0,0.28,-9.828,0.438,100.418,4
21,Sorry,Purpose (Deluxe),Justin Bieber,2016,2015-11-13,200786,82,0.654,0.0797,0.654,0.76,0.0,0.299,-3.669,0.045,99.945,4
22,One Dance,Views,Drake,2016,2016-05-13,173986,65,0.792,0.00776,0.792,0.625,0.00188,0.329,-5.609,0.0536,103.967,4
23,Work,ANTI,Rihanna,2016,2016-01-28,219320,5,0.725,0.0752,0.725,0.534,0.0,0.0919,-6.238,0.0946,91.974,4
24,Stressed Out,Blurryface,Twenty One Pilots,2016,2015-05-15,202333,84,0.734,0.0462,0.734,0.637,2.29E-05,0.0602,-5.677,0.141,169.977,4
25,Panda,New English,Desiigner,2016,2016-06-26,246761,74,0.576,0.028,0.576,0.766,1.68E-06,0.366,-4.943,0.449,144.833,4
26,Hello,25,Adele,2016,2016-06-24,295493,72,0.481,0.336,0.481,0.451,0.0,0.0872,-6.095,0.0347,157.966,4
27,Don't Let Me Down,Collage EP,The Chainsmokers,2016,2016-11-04,208666,57,0.534,0.187,0.534,0.868,0.0032,0.148,-5.057,0.205,159.763,4
28,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",TROLLS (Original Motion Picture Soundtrack),Trolls,2016,2016-09-23,237546,73,0.669,0.0106,0.669,0.832,0.0,0.0968,-5.72,0.0682,113.035,4
29,Closer,Collage EP,The Chainsmokers,2016,2016-11-04,245506,59,0.738,0.415,0.738,0.541,0.0,0.11,-5.597,0.0303,94.949,4
30,Cheap Thrills,This Is Acting,Sia,2016,2016-01-29,211666,77,0.628,0.0472,0.628,0.698,0.00143,0.0907,-5.608,0.105,89.976,4
31,7 Years,Lukas Graham,Lukas Graham,2016,2016-04-01,237300,80,0.765,0.287,0.765,0.473,0.0,0.391,-5.829,0.0514,119.992,4
32,Needed Me,ANTI,Rihanna,2016,2016-01-28,191600,2,0.671,0.11,0.671,0.314,0.0,0.0825,-8.091,0.244,110.898,4
33,My House,My House,Flo Rida,2016,2015-04-07,192190,76,0.688,0.0215,0.688,0.702,0.0,0.128,-4.792,0.0499,94.006,4
34,I Took A Pill In Ibiza - Seeb Remix,"At Night, Alone.",Mike Posner,2016,2016-05-06,197933,71,0.664,0.0353,0.664,0.714,8.42E-06,0.0843,-6.645,0.111,101.969,4
35,Work from Home (feat. Ty Dolla $ign),7/27 (Deluxe),Fifth Harmony,2016,2016-05-27,214480,78,0.803,0.103,0.803,0.585,3.94E-06,0.0644,-5.861,0.0432,105.017,4
36,This Is What You Came For (feat. Rihanna),This Is What You Came For (feat. Rihanna),Calvin Harris,2016,2016-04-29,222160,79,0.63,0.199,0.63,0.928,0.124,0.148,-2.787,0.0331,123.963,4
37,Cake By The Ocean,DNCE,DNCE,2016,2016-11-18,219146,79,0.774,0.152,0.774,0.753,0.0,0.0371,-5.446,0.0517,119.002,4
38,"Me, Myself & I",When It's Dark Out,G-Eazy,2016,2015-12-04,251466,76,0.756,0.0184,0.756,0.674,0.0,0.158,-6.518,0.0959,111.995,4
39,Ride,Blurryface,Twenty One Pilots,2016,2015-05-15,214506,81,0.645,0.00835,0.645,0.713,0.0,0.113,-5.355,0.0393,74.989,4
