,Name,Album,Artist,Popular_year,Release_date,Length,Popularity,Danceability,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Tempo,Time_signature
59,Every Breath You Take - Remastered 2003,Synchronicity,The Police,1983,1983-06-01,253886,2,0.813,0.56,0.813,0.46,0.0105,0.0724,-9.78,0.0346,117.387,4
60,Billie Jean,Thriller,Michael Jackson,1983,1982-11-30,294226,59,0.932,0.0173,0.932,0.457,0.0436,0.0414,-9.62,0.0541,117.002,4
61,Flashdance... What A Feeling,Flashdance... What A Feeling,Irene Cara,1983,2015-03-10,234040,48,0.637,0.138,0.637,0.63,3.79E-06,0.214,-8.166,0.0372,124.913,4
62,Down Under,Business As Usual,Men At Work,1983,1981-11-09,222320,67,0.739,0.129,0.739,0.459,0.0194,0.0474,-14.42,0.0294,107.115,4
63,Beat It,Thriller,Michael Jackson,1983,1982-11-30,258399,58,0.776,0.0242,0.776,0.711,0.000353,0.234,-9.03,0.0473,138.728,4
64,Total Eclipse of the Heart,The Very Best Of Bonnie Tyler,Bonnie Tyler,1983,1999-02-08,269786,10,0.435,0.195,0.435,0.658,0.0,0.102,-8.179,0.0661,130.276,4
65,Maneater,H2O,Daryl Hall & John Oates,1983,1982,271893,2,0.727,0.0351,0.727,0.685,4.43E-05,0.0973,-7.159,0.0398,88.75,4
66,"Baby, Come To Me",Ultimate Collection: Quincy Jones,Quincy Jones,1983,2002-01-01,215200,16,0.633,0.517,0.633,0.578,0.0,0.144,-9.2,0.0746,90.385,4
67,Maniac - BOF Flashdance,80's Pop Number 1's,Various Artists,1983,2007-01-01,247440,0,0.651,0.019,0.651,0.639,0.0,0.0522,-7.836,0.0583,157.738,4
68,Sweet Dreams (Are Made of This) - Remastered,Sweet Dreams (Are Made Of This),Eurythmics,1983,1983-01-04,216933,81,0.692,0.225,0.692,0.711,0.0,0.12,-7.498,0.0317,125.135,4
69,Do You Really Want To Hurt Me,Kissing To Be Clever,Culture Club,1983,1982-09-01,262173,65,0.744,0.0815,0.744,0.376,0.0,0.108,-14.996,0.0366,100.78,4
70,You And I,Radio Romance,Eddie Rabbitt,1983,1982-10,241040,54,0.377,0.249,0.377,0.326,0.000686,0.111,-12.515,0.0292,163.741,4
71,Come On Eileen,Too Rye Ay,Dexys Midnight Runners,1983,1982-08,287306,1,0.45,0.648,0.45,0.658,3.14E-06,0.264,-7.064,0.0472,106.799,4
72,Shame On The Moon,The Distance,Bob Seger,1983,1982-12-01,295053,52,0.615,0.283,0.615,0.563,0.00118,0.117,-7.585,0.0254,105.772,4
73,She Works Hard For The Money,She Works Hard For The Money,Donna Summer,1983,1983-01-01,320840,59,0.758,0.00486,0.758,0.638,0.0141,0.0938,-13.01,0.0378,136.502,4
74,Never Gonna Let You Go,Sergio Mendes,Sérgio Mendes,1983,2009-01-01,255600,47,0.639,0.567,0.639,0.403,0.0,0.67,-12.401,0.0349,132.56,4
75,Hungry Like the Wolf - 2009 Remaster,Rio (Collector's Edition),Duran Duran,1983,1982-05-10,220626,72,0.691,0.0433,0.691,0.812,1.16E-06,0.299,-7.772,0.0558,127.568,4
76,Let's Dance - 1999 Remaster,Let's Dance (1999 Remaster),David Bowie,1983,1983-04-14,457133,3,0.619,0.00388,0.619,0.703,0.205,0.163,-9.414,0.0525,115.043,4
77,Twilight Zone,Cut,Golden Earring,1983,1982,478106,49,0.656,0.00785,0.656,0.756,3.49E-05,0.0927,-6.516,0.0399,118.56,4
78,I Know There's Something Going On,Something's Going On (Remastered),Frida,1983,1982-09-06,326746,0,0.59,0.0432,0.59,0.796,0.339,0.0808,-8.228,0.0356,109.018,4
