,Name,Album,Artist,Popular_year,Release_date,Length,Popularity,Danceability,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Tempo,Time_signature
40,Shape of You,÷ (Deluxe),Ed Sheeran,2017,2017-03-03,233712,85,0.825,0.581,0.825,0.652,0.0,0.0931,-3.183,0.0802,95.977,4
41,Despacito - Remix,Despacito Feat. Justin Bieber (Remix),Luis Fonsi,2017,2017-04-17,228826,73,0.653,0.228,0.653,0.816,0.0,0.0967,-4.353,0.167,178.085,4
42,That's What I Like,24K Magic,Bruno Mars,2017,2016-11-17,206693,81,0.853,0.013,0.853,0.56,0.0,0.0944,-4.961,0.0406,134.066,4
43,HUMBLE.,DAMN.,Kendrick Lamar,2017,2017-04-14,177000,82,0.908,0.000282,0.908,0.621,5.39E-05,0.0958,-6.638,0.102,150.011,4
44,Something Just Like This,Memories...Do Not Open,The Chainsmokers,2017,2017-04-07,247160,83,0.617,0.0498,0.617,0.635,1.44E-05,0.164,-6.769,0.0317,103.019,4
45,Bad and Boujee (feat. Lil Uzi Vert),Culture,Migos,2017,2017-01-27,343150,76,0.927,0.061,0.927,0.665,0.0,0.123,-5.313,0.244,127.076,4
46,Closer,Closer,The Chainsmokers,2017,2016-07-29,244960,84,0.748,0.414,0.748,0.524,0.0,0.111,-5.599,0.0338,95.01,4
47,Body Like A Back Road,Body Like A Back Road,Sam Hunt,2017,2017-02-01,165386,74,0.732,0.447,0.732,0.458,0.0,0.136,-7.225,0.0311,98.938,4
48,Believer,Evolve,Imagine Dragons,2017,2017-06-23,204346,3,0.772,0.0512,0.772,0.78,0.0,0.119,-4.288,0.108,124.988,4
49,Congratulations,Stoney (Deluxe),Post Malone,2017,2016-12-09,220293,82,0.63,0.215,0.63,0.804,0.0,0.253,-4.183,0.0363,123.146,4
50,Say You Won't Let Go,Back from the Edge,James Arthur,2017,2016-10-28,211466,86,0.358,0.695,0.358,0.557,0.0,0.0902,-7.398,0.059,85.043,4
51,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",Grateful,DJ Khaled,2017,2017-06-22,288876,67,0.599,0.0533,0.599,0.667,0.0,0.134,-4.267,0.0367,80.984,4
52,XO Tour Llif3,Luv Is Rage 2,Lil Uzi Vert,2017,2017-08-25,182706,84,0.732,0.00264,0.732,0.75,0.0,0.109,-6.366,0.231,155.096,4
53,Mask Off,FUTURE,Future,2017,2017-06-30,204600,80,0.833,0.0102,0.833,0.434,0.0219,0.165,-8.795,0.431,150.062,4
54,Unforgettable,Jungle Rules,French Montana,2017,2017-07-14,233901,80,0.726,0.0293,0.726,0.769,0.0101,0.104,-5.043,0.123,97.985,4
55,24K Magic,24K Magic,Bruno Mars,2017,2016-11-17,225983,78,0.818,0.034,0.818,0.803,0.0,0.153,-4.282,0.0797,106.97,4
56,Stay,Stay,Zedd,2017,2017-02-23,210090,77,0.69,0.253,0.69,0.622,0.0,0.116,-5.025,0.0622,102.04,4
57,Wild Thoughts (feat. Rihanna & Bryson Tiller),Grateful,DJ Khaled,2017,2017-06-22,204664,65,0.613,0.0287,0.613,0.681,0.0,0.126,-3.089,0.0778,97.621,4
58,Black Beatles,SremmLife 2 (Deluxe),Rae Sremmurd,2017,2016-08-12,291893,76,0.794,0.142,0.794,0.632,0.0,0.128,-6.163,0.0649,145.926,4
59,Starboy,Starboy,The Weeknd,2017,2016-11-25,230453,83,0.679,0.141,0.679,0.587,6.35E-06,0.137,-7.015,0.276,186.003,4
