,Name,Album,Artist,Popular_year,Release_date,Length,Popularity,Danceability,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Tempo,Time_signature
40,Foolish,Ashanti,Ashanti,2002,2002-01-01,227386,72,0.665,0.347,0.665,0.695,0.0,0.106,-5.763,0.0532,90.119,4
41,Hot In Herre,Nellyville,Nelly,2002,2002-06-25,228240,72,0.956,0.206,0.956,0.745,0.0,0.0615,-4.753,0.12,107.075,4
42,Dilemma,Nellyville,Nelly,2002,2002-06-25,289160,78,0.727,0.227,0.727,0.552,0.000164,0.198,-8.074,0.14,168.189,4
43,Wherever You Will Go,Camino Palmero,The Calling,2002,2001,208600,73,0.558,0.0367,0.558,0.719,0.0,0.115,-5.113,0.0267,112.027,4
44,A Thousand Miles,Be Not Nobody,Vanessa Carlton,2002,2002-04-30,237493,76,0.56,0.323,0.56,0.825,0.0,0.161,-3.862,0.0379,94.931,4
45,In the End,Hybrid Theory (Bonus Edition),Linkin Park,2002,2000-10-24,216880,84,0.556,0.00958,0.556,0.864,0.0,0.209,-5.87,0.0584,105.143,4
46,What's Luv? (feat. Ja-Rule & Ashanti),Jealous Ones Still Envy (J.O.S.E),Fat Joe,2002,2001-12-04,267093,73,0.835,0.0219,0.835,0.707,2.19E-05,0.108,-5.074,0.0598,93.955,4
47,U Got It Bad,8701,Usher,2002,2001-08-07,247840,70,0.816,0.0227,0.816,0.5,1.53E-06,0.0733,-4.551,0.03,124.037,4
48,Blurry,Come Clean,Puddle Of Mudd,2002,2001-01-01,304000,0,0.431,0.00916,0.431,0.94,0.0,0.142,-4.462,0.0563,157.477,4
49,Complicated,Let Go,Avril Lavigne,2002,2002-06-04,244506,78,0.585,0.0572,0.585,0.776,7.74E-06,0.3,-5.898,0.0459,77.987,4
50,Always On Time,Pain Is Love,Ja Rule,2002,2001-01-01,245133,73,0.839,0.208,0.839,0.706,0.0,0.242,-6.104,0.199,96.673,4
51,Ain't It Funny,Exodus,Ja Rule,2002,2005-01-01,236653,0,0.809,0.379,0.809,0.653,0.0,0.051,-5.523,0.142,89.432,4
52,The Middle,Bleed American (Deluxe Edition),Jimmy Eat World,2002,2001,168253,1,0.629,0.0424,0.629,0.897,0.0,0.263,-3.401,0.0483,161.944,4
53,I Need a Girl (Pt. 1) [feat. Usher & Loon],R&B Hits,Various Artists,2002,2005-10-04,268800,64,0.66,0.397,0.66,0.707,0.0,0.211,-5.758,0.208,89.279,4
54,U Don't Have to Call,8701,Usher,2002,2001-08-07,269400,59,0.793,0.0478,0.793,0.568,3.57E-05,0.0304,-4.958,0.0459,100.005,4
55,Family Affair,No More Drama,Mary J. Blige,2002,2001-01-01,265866,71,0.911,0.132,0.911,0.551,4.12E-05,0.0863,-3.75,0.0449,92.887,4
56,"I Need a Girl (Pt. 2) [feat. Loon, Ginuwine & Mario Winans]",Bad Boy's 10th Anniversary- The Hits,Various Artists,2002,2004-03-09,285586,69,0.713,0.421,0.713,0.471,0.0,0.0308,-7.392,0.483,199.765,4
57,Gangsta Lovin',Eve-Olution,Eve,2002,2002-01-01,239266,58,0.723,0.0619,0.723,0.84,0.0,0.0945,-3.523,0.0608,94.332,4
58,My Sacrifice,Weathered,Creed,2002,2001-01-01,294600,71,0.32,0.000101,0.32,0.88,4.31E-06,0.076,-6.035,0.0504,146.349,4
59,In Da Club,Get Rich Or Die Tryin',50 Cent,2002,2003-02-06,193466,71,0.902,0.26,0.902,0.72,0.0,0.0749,-2.776,0.347,90.059,4
