,Name,Album,Artist,Popular_year,Release_date,Length,Popularity,Danceability,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Tempo,Time_signature
79,The Sign,The Sign,Ace of Base,1994,1993-12-24,191240,70,0.808,0.00928,0.808,0.786,0.0701,0.0574,-6.897,0.0447,96.987,4
80,I Swear,All-4-One,All-4-One,1994,1994-01-01,259853,67,0.532,0.235,0.532,0.407,0.0,0.117,-9.658,0.0233,83.207,4
81,I'll Make Love To You,II,Boyz II Men,1994,1994-01-01,236773,63,0.567,0.0995,0.567,0.501,0.0,0.0986,-8.038,0.0241,142.589,3
82,The Power of Love - Radio Edit,The Essential Celine Dion,Céline Dion,1994,2008,288320,0,0.538,0.394,0.538,0.549,0.000363,0.189,-7.737,0.0305,140.067,4
83,Hero,Music Box,Mariah Carey,1994,1993-08-04,257733,72,0.501,0.735,0.501,0.378,0.0,0.119,-9.37,0.029,119.987,4
84,Stay,Tails,Lisa Loeb & Nine Stories,1994,1995-01-01,183760,60,0.676,0.454,0.676,0.592,0.0,0.107,-6.887,0.0452,80.316,4
85,Breathe Again,Toni Braxton,Toni Braxton,1994,1993-07-12,269173,60,0.689,0.0704,0.689,0.677,0.0,0.0877,-6.36,0.0326,153.919,4
86,All for Love,If We Fall in Love Tonight,Rod Stewart,1994,1996-11-12,281200,70,0.51,0.125,0.51,0.44,0.0,0.0994,-11.015,0.0293,74.8,4
87,All That She Wants,Happy Nation (U.S. Version),Ace of Base,1994,1994-01-01,211213,0,0.707,0.00529,0.707,0.628,8.76E-05,0.104,-9.683,0.0878,187.538,4
88,Don't Turn Around,The Sign,Ace of Base,1994,1993-12-24,230186,56,0.745,0.00104,0.745,0.771,0.387,0.0574,-8.231,0.0755,95.623,4
89,Bump n' Grind,12 Play,R. Kelly,1994,1993-11-07,256133,61,0.621,0.0984,0.621,0.481,0.0,0.241,-8.016,0.0371,65.004,4
90,Again,Janet,Janet Jackson,1994,1993-05-18,227133,60,0.359,0.882,0.359,0.287,0.00607,0.186,-9.51,0.0303,130.135,4
91,I'll Remember (Theme from the Motion Picture With Honors),With Honors (Music From The Motion Picture Soundtrack),Various Artists,1994,1994-03-18,263813,26,0.691,0.625,0.691,0.598,0.0174,0.0709,-9.699,0.043,167.797,4
92,Whatta Man,Very Necessary,Salt-N-Pepa,1994,1993-01-01,308360,0,0.754,0.164,0.754,0.551,3.43E-05,0.185,-10.614,0.244,173.1,4
93,Wild Night,Dance Naked,John Mellencamp,1994,1994,207506,47,0.665,0.0695,0.665,0.888,0.00147,0.104,-4.433,0.0552,144.339,4
94,Without You,Music Box,Mariah Carey,1994,1993-08-04,213666,71,0.576,0.323,0.576,0.526,2.01E-06,0.0548,-8.524,0.0325,122.06,4
95,Never Forget You,Music Box,Mariah Carey,1994,1993-08-04,225706,43,0.525,0.2,0.525,0.533,0.0,0.198,-7.419,0.0289,149.923,3
96,You Mean the World to Me,Toni Braxton,Toni Braxton,1994,1993-07-12,296400,47,0.595,0.0964,0.595,0.736,9.28E-06,0.104,-6.648,0.0469,167.669,4
97,"Can You Feel the Love Tonight - End Title/ From ""The Lion King""/Soundtrack Version",The Lion King,Various Artists,1994,1994-01-01,241013,66,0.309,0.87,0.309,0.181,0.000279,0.118,-17.022,0.0337,124.711,4
98,Fantastic Voyage,It Takes a Thief,Coolio,1994,1994-07-19,334440,57,0.888,0.0389,0.888,0.584,3.25E-06,0.0625,-13.308,0.112,104.704,4
