,Name,Album,Artist,Popular_year,Release_date,Length,Popularity,Danceability,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Tempo,Time_signature
39,Walk Like an Egyptian,Different Light (Expanded Edition),The Bangles,1987,1986,203226,54,0.711,0.0144,0.711,0.833,3.46E-06,0.303,-12.756,0.0851,103.153,4
40,Alone,Bad Animals,Heart,1987,1987-06-06,218733,74,0.418,0.638,0.418,0.452,0.00026,0.0959,-13.099,0.0356,175.088,4
41,Shake You Down,Shake You Down,Gregory Abbott,1987,1987-02-03,244373,0,0.783,0.5,0.783,0.391,0.0,0.3,-13.154,0.0283,94.949,4
42,I Wanna Dance with Somebody (Who Loves Me),Whitney,Whitney Houston,1987,1987-06-02,291293,82,0.709,0.207,0.709,0.824,0.000307,0.0888,-8.824,0.0453,118.818,4
43,Nothing's Gonna Stop Us Now,No Protection,Starship,1987,1987,270333,1,0.643,0.0298,0.643,0.801,0.0,0.0719,-4.921,0.0228,95.988,4
44,C'est La Vie,Robbie Nevil,Robbie Nevil,1987,1986-11-01,270306,44,0.726,0.559,0.726,0.809,0.00029,0.845,-12.356,0.0541,102.123,4
45,Here I Go Again,Whitesnake,Whitesnake,1987,1987-01-01,275733,0,0.396,0.156,0.396,0.666,3.06E-05,0.151,-11.892,0.0352,90.173,4
46,The Way It Is,80s 100 Hits,Various Artists,1987,2010-02-26,237333,45,0.589,0.611,0.589,0.725,0.011,0.221,-10.985,0.0267,111.077,4
47,Shakedown - Remastered,Beverly Hills Cop II,Various Artists,1987,1987-01-01,240973,21,0.571,0.0391,0.571,0.938,1.85E-06,0.332,-6.425,0.0667,170.677,4
48,Livin' On A Prayer,Slippery When Wet,Bon Jovi,1987,1986-01-01,249293,2,0.534,0.0768,0.534,0.887,9.93E-05,0.325,-3.777,0.0345,122.494,4
49,La Bamba,La Bamba / Charlena,Los Lobos,1987,1987-06-20,174186,61,0.506,0.144,0.506,0.764,0.00025,0.247,-12.239,0.046,156.336,4
50,Everybody Have Fun Tonight,Mosaic,Wang Chung,1987,1986-10-14,287360,56,0.728,0.0884,0.728,0.619,8.44E-05,0.039,-12.265,0.0379,128.845,4
51,Don't Dream It's Over,Crowded House,Crowded House,1987,1986,236933,0,0.439,0.0148,0.439,0.422,4.84E-05,0.0697,-17.227,0.0409,81.833,4
52,Always,All In The Name Of Love,Atlantic Starr,1987,1987-03-24,288493,62,0.606,0.399,0.606,0.534,0.000973,0.356,-6.758,0.0256,130.945,4
53,With Or Without You - Remastered,The Joshua Tree,U2,1987,1987-03-10,295520,52,0.538,0.000185,0.538,0.432,0.309,0.139,-11.882,0.0295,110.181,4
54,Looking For A New Love - Radio Edit,20th Century Masters: The Millennium Collection: Best Of Jody Watley,Jody Watley,1987,2000-01-01,242400,41,0.905,0.149,0.905,0.604,9.24E-05,0.0523,-7.433,0.0413,109.196,4
55,Head to Toe,Spanish Fly,Lisa Lisa & Cult Jam,1987,1987,303266,49,0.879,0.0425,0.879,0.511,0.0074,0.176,-11.36,0.124,113.763,4
56,I Think We're Alone Now,Tiffany,Tiffany,1987,1987-01-01,228840,71,0.752,0.025,0.752,0.723,0.00354,0.0212,-12.126,0.0507,130.519,4
57,Mony Mony - Downtown Mix / 24-Bit Digitally Remastered 2001,Vital Idol,Billy Idol,1987,1985,301800,53,0.742,0.00935,0.742,0.743,0.0,0.22,-6.293,0.0508,135.012,4
58,At This Moment,The Best of Billy Vera and the Beaters,Billy Vera & The Beaters,1987,2002,234506,40,0.578,0.864,0.578,0.286,2.68E-05,0.168,-7.371,0.0421,80.975,3
