,Name,Album,Artist,Popular_year,Release_date,Length,Popularity,Danceability,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Tempo,Time_signature
0,Careless Whisper,Ladies And Gentlemen... The Best Of George Michael,George Michael,1985,1998-11-09,300106,79,0.574,0.128,0.574,0.629,0.0,0.271,-8.815,0.0363,153.119,4
1,Like a Virgin,Like a Virgin (Reissue),Madonna,1985,1984-11-12,218626,72,0.773,0.202,0.773,0.656,0.00323,0.0697,-10.88,0.0381,119.754,4
2,Wake Me Up Before You Go-Go,Make It Big,Wham!,1985,1984-10-23,231333,79,0.62,0.271,0.62,0.573,0.0,0.0607,-11.893,0.0423,81.548,4
3,I Want to Know What Love Is - 1999 Remaster,Agent Provocateur,Foreigner,1985,1984-12-12,304786,78,0.477,0.193,0.477,0.471,1.76E-06,0.131,-10.036,0.0277,81.204,4
4,I Feel for You - Remix,Life Is a Dance / Remix Project,Chaka Khan,1985,1989-06-16,300733,26,0.745,0.0086,0.745,0.928,0.344,0.231,-8.65,0.0672,125.259,4
5,Out of Touch - Video Mix,Big Bam Boom,Daryl Hall & John Oates,1985,1984-10-12,261933,39,0.777,0.0831,0.777,0.732,0.000915,0.0585,-8.404,0.0331,114.885,4
6,Everybody Wants To Rule The World,Songs From The Big Chair (Super Deluxe Edition),Tears For Fears,1985,1985-02-25,251488,82,0.645,0.347,0.645,0.795,0.00389,0.104,-12.095,0.0527,112.067,4
7,Money for Nothing,Sultans of Swing - the Very Best of Dire Straits,Dire Straits,1985,1998-11-10,249706,43,0.679,0.0856,0.679,0.679,8.54E-06,0.0592,-9.746,0.0352,134.234,4
8,Crazy for You,Something to Remember,Madonna,1985,1995-11-17,224520,47,0.666,0.122,0.666,0.714,0.0,0.128,-6.575,0.0294,94.998,4
9,Take on Me,Hunting High and Low,a-ha,1985,1985-06-01,225280,84,0.573,0.018,0.573,0.902,0.00125,0.0928,-7.638,0.054,84.412,4
10,Every Time You Go Away - Radio Edit,From Time To Time - The Singles Collection,Paul Young,1985,1991-09-07,267000,71,0.572,0.187,0.572,0.721,7.41E-06,0.216,-8.959,0.0402,164.252,4
11,Easy Lover,Chinese Wall (Expanded Edition),Philip Bailey,1985,1984-10-01,305866,67,0.74,0.105,0.74,0.923,0.000163,0.0825,-5.082,0.0369,128.871,4
12,Can't Fight This Feeling,Wheels Are Turnin',REO Speedwagon,1985,1984-11-05,294773,74,0.408,0.155,0.408,0.48,1.82E-05,0.0877,-11.017,0.0266,156.344,4
13,We Built This City,Knee Deep In The Hoopla,Starship,1985,1985,296080,2,0.661,0.052,0.661,0.908,0.0,0.0708,-4.897,0.039,144.091,4
14,The Power Of Love,Greatest Hits: Huey Lewis And The News,Huey Lewis & The News,1985,2006-01-01,234333,77,0.768,0.0964,0.768,0.829,2.92E-05,0.097,-5.109,0.0313,118.773,4
15,Don't You (Forget About Me),Once Upon A Time (Deluxe),Simple Minds,1985,1985,263040,4,0.66,0.168,0.66,0.816,0.0181,0.0608,-6.61,0.0299,111.346,4
16,Cherish,Emergency,Kool & The Gang,1985,1984-11-15,290600,0,0.57,0.391,0.57,0.26,0.0,0.352,-18.453,0.0255,95.288,4
17,St. Elmos Fire (Man in Motion),St. Elmo's Fire - Music From The Original Motion Picture Soundtrack,Various Artists,1985,1985-01-01,251800,67,0.612,0.15,0.612,0.6,3.04E-06,0.222,-10.945,0.0327,111.203,4
18,"The Heat Is On - From ""Beverly Hills Cop"" Soundtrack",Solo Collection,Glenn Frey,1985,1995-01-01,225506,41,0.649,0.11,0.649,0.857,1.21E-05,0.0871,-7.015,0.044,149.583,4
19,We Are The World,We Are The World,U.S.A. For Africa,1985,1985-01-01,427333,69,0.528,0.189,0.528,0.447,0.0,0.0745,-15.255,0.0435,72.58,4
