,Name,Album,Artist,Popular_year,Release_date,Length,Popularity,Danceability,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Tempo,Time_signature
60,You're Makin' Me High,Secrets,Toni Braxton,1998,1996-04-24,267440,58,0.852,0.0117,0.852,0.563,1.96E-05,0.119,-8.663,0.0377,92.112,4
61,"Let It Flow - from ""Waiting to Exhale"" Original Soundtrack",Secrets,Toni Braxton,1998,1996-04-24,262373,44,0.66,0.507,0.66,0.489,0.0,0.0837,-7.618,0.0389,168.171,4
62,Twisted,Keith Sweat,Keith Sweat,1998,1996,260666,64,0.615,0.393,0.615,0.514,0.0,0.248,-9.759,0.0466,175.849,4
63,C'mon N' Ride It (The Train),Get On Up And Dance,Quad City DJ's,1998,1996-06-18,451440,50,0.843,0.0913,0.843,0.959,0.0,0.408,-4.933,0.0914,135.988,4
64,Missing,Amplified Heart + Extra Track,Everything But The Girl,1998,1994-06-13,247200,0,0.676,0.0812,0.676,0.486,6.08E-05,0.121,-10.457,0.0327,123.555,4
65,Ironic,Jagged Little Pill,Alanis Morissette,1998,1995-06-09,225933,57,0.495,0.246,0.495,0.595,0.0,0.236,-7.57,0.0443,85.341,4
66,Exhale - Shoop Shoop,Whitney The Greatest Hits,Whitney Houston,1998,2000-05-16,201573,0,0.656,0.43,0.656,0.429,0.0,0.158,-7.903,0.0307,137.952,4
67,Follow You Down,Follow You Down,Gin Blossoms,1998,1996-01-01,227226,0,0.494,0.012,0.494,0.913,0.0,0.0702,-6.22,0.0477,155.88,4
68,Til I Hear It From You,Follow You Down,Gin Blossoms,1998,1996-01-01,228902,0,0.576,0.118,0.576,0.744,0.0,0.304,-7.95,0.03,124.42,4
69,Sittin' Up In My Room - from Waiting to Exhale - Original Soundtrack,Waiting To Exhale,Various Artists,1998,1995-11-14,292066,54,0.796,0.245,0.796,0.515,0.00196,0.0515,-8.083,0.0276,93.278,4
70,How Do You Want It,All Eyez On Me,2Pac,1998,1996-02-13,287546,3,0.763,0.0346,0.763,0.84,0.0,0.0601,-3.704,0.0929,92.477,4
71,It's All Coming Back to Me Now - Radio Edit 1,My Love Essential Collection,Céline Dion,1998,2008,320373,50,0.366,0.58,0.366,0.593,0.0,0.0845,-7.107,0.0537,177.291,4
72,Change the World,Clapton Chronicles: The Best of Eric Clapton,Eric Clapton,1998,1999-10-12,234866,67,0.721,0.492,0.721,0.558,0.00563,0.113,-8.8,0.0246,96.887,4
73,Hey Lover,Mr. Smith,LL Cool J,1998,1995-01-01,284693,0,0.707,0.35,0.707,0.421,0.0,0.112,-12.399,0.0743,88.1,4
74,Loungin,Mr. Smith,LL Cool J,1998,1995-01-01,252000,0,0.754,0.163,0.754,0.745,0.000649,0.0391,-8.957,0.0621,91.105,4
75,Insensitive,Living Under June,Jann Arden,1998,1994-01-01,256026,0,0.514,0.187,0.514,0.446,0.000155,0.127,-10.167,0.0266,178.669,4
76,Be My Lover,Sweet Dreams,La Bouche,1998,1996-01-16,240266,62,0.669,0.00129,0.669,0.941,4.3E-06,0.886,-5.765,0.0313,134.809,4
77,Name,A Boy Named Goo,The Goo Goo Dolls,1998,1995-03-10,270000,66,0.464,0.0691,0.464,0.701,0.00182,0.0766,-5.943,0.0341,73.97,4
78,Who Will Save Your Soul,Pieces Of You,Jewel,1998,1995,239293,0,0.686,0.704,0.686,0.467,0.00103,0.13,-9.712,0.0419,126.179,4
79,Where Do You Go,My Promise,No Mercy,1998,1996-10-05,272093,61,0.734,0.0346,0.734,0.828,0.118,0.071,-11.018,0.0318,127.06,4
