,Name,Album,Artist,Popular_year,Release_date,Length,Popularity,Danceability,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Tempo,Time_signature
40,Tonight's the Night (Gonna Be Alright) - 2009 Remaster,A Night on the Town (Deluxe Edition),Rod Stewart,1977,1976,237120,56,0.55,0.336,0.55,0.514,0.125,0.382,-12.617,0.0523,136.542,3
41,I Just Want To Be Your Everything,Flowing Rivers,Andy Gibb,1977,1977-09-09,225666,59,0.651,0.167,0.651,0.648,1.7E-05,0.192,-7.44,0.0346,97.017,4
42,Best of My Love,The Best Of The Emotions: Best Of My Love,The Emotions,1977,1996,219933,56,0.764,0.45,0.764,0.57,0.362,0.0812,-11.361,0.0348,115.376,4
43,"Evergreen (Love Theme from, ""A Star Is Born"")",A Star Is Born,Barbra Streisand,1977,1976-11,184800,65,0.335,0.932,0.335,0.303,0.0271,0.0907,-10.943,0.0315,114.224,4
44,I Like Dreamin',All-Time Greatest Performances,Kenny Nolan,1977,1976,212066,33,0.391,0.47,0.391,0.503,2.76E-05,0.0667,-11.629,0.0337,136.963,4
45,Don't Leave Me This Way - Single Version,Motown 1970s Vol. 1,Various Artists,1977,2001-01-01,218773,0,0.546,0.198,0.546,0.656,1.79E-06,0.0813,-11.521,0.0649,121.045,4
46,(Your Love Has Lifted Me) Higher And Higher,Delta Lady / The Anthology,Rita Coolidge,1977,2004-01-01,241733,0,0.628,0.055,0.628,0.677,0.0234,0.144,-8.913,0.0352,117.591,4
47,Undercover Angel - Rerecorded Version,The Wonderful World of the 70's: 100 Hit Songs,Various Artists,1977,2014-08-27,217440,24,0.672,0.321,0.672,0.527,0.0,0.0756,-9.94,0.0374,103.122,4
48,Torn Between Two Lovers,Just Mary,Mary MacGregor,1977,2014-02-20,231732,45,0.551,0.898,0.551,0.479,0.0901,0.148,-9.2,0.0301,130.248,4
49,I'm Your Boogie Man,"KC & the Sunshine Band, Pt. 3... and More",KC & The Sunshine Band,1977,2004-10-26,242133,53,0.753,0.0144,0.753,0.753,4.43E-05,0.0711,-13.023,0.0436,113.068,4
50,Dancing Queen,Arrival,ABBA,1977,1976,230693,55,0.539,0.382,0.539,0.884,0.00166,0.76,-6.53,0.0403,100.812,4
51,You Make Me Feel Like Dancing - Remastered,Very Best Of Leo Sayer,Leo Sayer,1977,2000-02-15,172586,36,0.746,0.106,0.746,0.677,5.08E-06,0.123,-7.128,0.0369,95.601,4
52,Margaritaville,Songs You Know By Heart,Jimmy Buffett,1977,1985-01-01,249200,52,0.793,0.634,0.793,0.474,0.00051,0.0951,-15.903,0.0378,125.143,4
53,Telephone Line,A New World Record,Electric Light Orchestra,1977,1976-09-01,280360,62,0.467,0.771,0.467,0.367,2.27E-05,0.0847,-8.164,0.0298,70.856,4
54,Whatcha Gonna Do?,20th Century Masters: The Millennium Collection: Best of Pablo Cruise,Pablo Cruise,1977,2001-01-01,256959,28,0.727,0.0681,0.727,0.652,0.000122,0.17,-9.746,0.038,110.636,4
55,Do You Wanna Make Love - Rerecorded Version,The Wonderful World of the 70's: 100 Hit Songs,Various Artists,1977,2014-08-27,204400,13,0.552,0.177,0.552,0.451,0.0,0.1,-10.993,0.0317,112.703,4
56,Sir Duke,Songs In The Key Of Life,Stevie Wonder,1977,1976-09-28,234093,0,0.576,0.16,0.576,0.579,0.0,0.0777,-9.628,0.0769,106.978,4
57,Hotel California - 2013 Remaster,Hotel California (2013 Remaster),Eagles,1977,1976-12-08,391376,83,0.579,0.00574,0.579,0.508,0.000494,0.0575,-9.484,0.027,147.125,4
58,Got To Give It Up (Part 1),Number 1's,Marvin Gaye,1977,2007-01-01,252360,0,0.867,0.0687,0.867,0.915,0.00135,0.347,-6.593,0.0487,122.678,4
